order_id,customer_id,order_date,product_id,quantity,order_value,payment_status,order_status,region
O109110,C13886,2026-07-09,P1015,6,2529.6,Paid,Completed,Hyderabad
O109111,C10422,2026-04-26,P1473,2,8363.56,Paid,Processing,Bangalore
O109112,C12425,2026-07-13,P1447,5,11164.65,Paid,Completed,Kolkata
O109113,C10585,2026-03-12,P1459,7,23384.22,Paid,Cancelled,Hyderabad
O109114,C13512,2026-08-03,P1210,5,14778.82,Paid,Completed,Chennai
O109115,C10693,2026-01-22,P1046,3,2207.47,Paid,Completed,Mumbai
O109116,C11765,2026-05-24,P1442,5,12874.11,Paid,Processing,Chennai
O109117,C10347,2026-08-28,P1098,6,7447.86,Failed,Processing,Delhi
O109118,C11793,2026-03-30,P1019,7,8665.93,Paid,Completed,Pune
O109119,C10016,2026-04-12,P1020,1,3122.45,Paid,Completed,
O109120,C11775,2026-08-11,P1180,5,11631.27,Paid,Completed,Pune
O109121,C12753,2026-05-17,P1484,4,16836.27,Failed,Returned,PUNE
O109122,C10731,2026-02-02,P1334,3,19060.91,Pending,Completed,Hyderabad
O109123,C12213,2026-01-07,P1181,2,17476.06,Paid,Completed,hyderabad
O109124,C11899,2026-01-02,P1048,6,16614.68,Paid,Completed,Chennai
O109125,C11340,2026-06-23,P1399,7,21769.66,Paid,Completed,
O109126,C12685,2026-04-27,P1271,5,8509.57,Paid,Completed,
O109127,C13983,2026-09-14,P1022,2,5600.47,Paid,Processing,Pune
O109128,C13754,2026-06-22,P1107,1,2509.13,Paid,Completed,Bangalore
O109129,C13883,2026-06-10,P1323,2,4392.95,Failed,Completed,Pune
O109130,C10080,2026-09-04,P1092,5,3989.97,Paid,Processing,Kolkata
O109131,C11026,2026-05-18,P1164,2,22838.68,Pending,Completed,Pune
O109132,C13693,2026-03-31,P1023,1,4758.77,Paid,Completed,Bangalore
O109133,C10193,2026-02-16,P1316,5,2620.43,Paid,Completed,Chennai
O109134,C11460,2026-07-20,P1263,2,10186.23,Paid,Processing,Pune
O109135,C12610,2026-05-23,P1235,2,4489.39,Paid,Processing,Delhi
O109136,C13935,2026-05-01,P1452,1,3525.03,Paid,Processing,Mumbai
O109137,C11103,2026-06-14,P1106,4,9251.5,Paid,Completed,Pune
O109138,C13059,2026-01-09,P1028,4,23008.78,Paid,Completed,Pune
O109139,C12643,2026-01-17,P1114,3,1051.72,Failed,Completed,Chennai
O109140,C12455,2026-04-23,P1393,1,5430.61,Pending,Completed,Chennai
O109141,C12974,2026-09-02,P1439,4,20658.41,Pending,Processing,Delhi
O109142,C11016,2026-02-09,P1369,7,6357.32,Paid,Completed,Chennai
O109143,C11355,2026-05-15,P1107,2,11194.97,Paid,Completed,Hyderabad
O109144,C12243,2026-08-07,P1072,7,2733.99,Paid,Completed,Mumbai
O109145,C11757,2026-01-26,P1149,1,19940.8,Paid,Cancelled,Bangalore
O109146,C12890,2026-06-06,P1265,2,18490.59,Paid,Returned,Pune
O109147,C13205,2026-09-08,P1083,2,3463.17,Paid,Processing,Mumbai
O109148,C12113,2026-07-30,P1403,3,23714.68,Paid,Completed,Kolkata
O109149,C11577,2026-02-18,P1306,6,14888.39,Paid,Completed,Chennai
O109150,C13650,2026-05-31,P1090,3,20014.5,Paid,Completed,
O109151,C13001,2026-04-24,P1101,5,19165.84,Paid,Processing, 
O109152,C12695,2026-08-22,P1265,6,13121.1,Paid,Completed,Delhi
O109153,C10229,2026-05-15,P1082,1,18763.04,Paid,Cancelled,Kolkata
O109154,C12113,2026-05-22,P1424,4,6173.6,,Completed,Kolkata
O109155,C10486,2026-04-19,P1221,7,825.22,Paid,Processing,Kolkata
O109156,C12644,2026-08-23,P1207,3,8749.28,Refunded,Completed,Delhi
O109157,C11199,2026-01-27,P1295,1,4066.82,Paid,Processing,Mumbai
O109158,C12956,2026-07-22,P1459,3,24532.69,Paid,Completed,hyderabad
O109159,C13115,2026-07-12,P1245,4,23113.54,Paid,Completed,Mumbai
O109160,C11202,2026-02-12,P1260,3,3860.2,Paid,Completed,CHENNAI
O109161,C13908,2026-08-20,P1298,5,8796.55,Pending,Cancelled,Mumbai
O109162,C12068,2026-06-29,P1498,1,12880.12,Failed,Cancelled,Pune
O109163,C10872,2026-08-01,P1194,6,10148.61,Pending,Completed,Pune
O109164,C13103,2026-05-12,P1151,6,17590.46,Paid,Processing,Pune
O109165,C13045,2026-08-01,P1373,1,12736.91,Paid,Processing,Bangalore
O109166,C11656,2026-08-28,P1345,2,14262.0,Paid,Processing,Mumbai
O109167,C12636,2026-03-09,P1158,7,17037.7,Paid,Returned,Bangalore
O109168,C10086,2026-07-18,P1494,6,884.59,Paid,Cancelled,Chennai
O109169,C11165,2026-04-30,P1314,6,606.91,Paid,Processing,DELHI
O109170,C13528,2026-07-26,P1117,7,4699.66,Pending,Completed,Pune
O109171,C10929,2026-02-04,P1115,5,18042.13,Paid,Completed,Pune
O109172,C13625,2026-07-08,P1194,3,6238.41,Paid,Completed,Chennai
O109173,C12321,2026-06-02,P1446,-3,23028.37,Paid,Completed,Hyderabad
O109174,C13614,2026-02-14,P1373,3,2238.88,Refunded,Cancelled,Chennai
O109175,C10523,2026-07-10,P1128,5,14623.75,Failed,Completed,Pune
O109176,C11857,2026-01-18,P1202,2,931.01,Refunded,Processing, Kolkata 
O109177,C11186,2026-01-31,P1492,4,24309.85,Refunded,Completed,Mumbai
O109178,C13550,2026-03-18,P1324,1,5577.64,Pending,Completed,Mumbai
O109179,C11367,2026-08-20,P1198,5,14814.64,Paid,Cancelled,Bangalore
O109180,C12355,2026-09-01,P1254,7,23840.47,Paid,Completed,Pune
O109181,C13313,2026-03-27,P1416,5,1050.02,Paid,Processing,Kolkata
O109182,C10916,2026-02-26,P1076,7,12964.55,Pending,Completed,Chennai
O109183,C10183,2026-01-06,P1446,3,13309.82,Failed,Completed,Chennai
O109184,C11978,2026-06-07,P1425,4,8981.68,Paid,Processing,Kolkata
O109185,C12736,2026-06-21,P1158,4,16467.45,Paid,Returned,Mumbai
O109186,C12879,2026-01-21,P1051,6,13700.49,Paid,Completed,Pune
O109187,C11670,2026-08-21,P1177,5,6453.79,Paid,Completed,Delhi
O109188,C10314,2026-07-17,P1268,5,17721.15,Paid,Completed,Hyderabad
O109189,C11613,2026-01-11,P1448,1,11814.43,Paid,Completed,Chennai
O109190,C10488,2026-05-29,P1112,4,11916.67,Paid,Processing,
O109191,C10289,2026-05-01,P1235,5,23812.43,Paid,Completed,Delhi
O109192,C11214,2026-07-06,P1374,1,13515.3,Paid,Completed,Mumbai
O109193,C13111,2026-07-30,P1165,-4,19681.03,Paid,Completed,Kolkata
O109194,C13075,2026-08-08,P1038,4,21724.46,Paid,Processing,Kolkata
O109195,C12434,2026-01-18,P1352,2,14644.03,Pending,Cancelled,Delhi
O109196,C13307,2026-06-22,P1297,2,19723.44,Paid,Completed,Kolkata
O109197,C12004,2026-01-19,P1379,5,7945.7,Paid,Completed,Delhi
O109198,C10974,2026-04-27,P1098,7,4793.57,Paid,Completed,Chennai
O109199,C12281,2026-05-07,P1166,7,17479.81,Paid,Completed,Delhi
O109200,C13695,2026-08-16,P1041,5,23176.96,Paid,Cancelled,Chennai
O109201,C10144,2026-05-17,P1361,6,1349.67,Paid,Completed,Delhi
O109202,C13862,2026-08-06,P1328,1,19147.52,Paid,Processing,Mumbai
O109203,C12979,2026-05-06,P1453,7,1001.45,Paid,Completed,Mumbai
O109204,C12747,2026-04-19,P1104,5,11627.48,Failed,Processing,Hyderabad
O109205,C12457,2026-01-14,P1246,5,17026.59,Paid,Completed,Mumbai
O109206,C11031,2026-07-22,P1456,1,10311.02,Refunded,Processing,Delhi
O109207,C13545,2026-09-05,P1346,7,7733.48,Paid,Completed,Pune
O109208,C13888,2026-08-14,P1297,2,4914.86,Failed,Processing,Kolkata
O109209,C13699,2026-04-19,P1412,1,24453.43,Refunded,Completed,Hyderabad
O109210,C10435,2026-01-12,P1195,6,14386.81,Paid,Completed,Hyderabad
O109211,C12948,2026-07-27,P1152,6,3457.76,Paid,Completed,Kolkata
O109212,C12228,2026-08-30,P1271,7,1489.31,Failed,Completed,Mumbai
O109213,C13155,2026-03-03,P1184,4,6311.75,Paid,Completed,Hyderabad
O109214,C11410,2026-03-11,P1417,4,13604.04,Paid,Completed,Kolkata
O109215,C13830,2026-04-04,P1202,5,18874.17,Paid,Cancelled,Mumbai
O109216,C11251,2026-04-04,P1264,5,24529.7,Failed,Cancelled,Delhi
O109217,C12954,2026-08-04,P1162,6,20898.48,Pending,Completed,Pune
O109218,C12016,2026-07-30,P1282,2,15415.62,Pending,Completed,Bangalore
O109219,C12469,2026-09-01,P1422,2,16761.99,Paid,Processing,Delhi
O109220,C10463,2026-05-24,P1428,3,13195.12,Paid,Processing,Hyderabad
O109221,C12445,2026-02-11,P1122,4,11033.97,Paid,Returned,Mumbai
O109222,C12255,2026-01-09,P1236,7,19682.7,Failed,Cancelled,Bangalore
O109223,C12878,2026-08-20,P1443,4,4680.72,Failed,Cancelled,Pune
O109224,C11151,2026-08-09,P1498,6,8548.15,Refunded,Completed,Mumbai
O109225,C13331,2026-06-18,P1091,3,24473.48,Paid,Completed,Hyderabad
O109226,C13784,2026-04-22,P1426,3,14421.74,Paid,Completed,Bangalore
O109227,C13530,2026-09-15,P1060,4,12613.2,Paid,Processing,Delhi
O109228,C11566,2026-06-18,P1196,7,21314.49,Paid,Completed,Hyderabad
O109229,C13051,2026-01-24,P1399,5,19121.89,Paid,Processing,Hyderabad
O109230,C11461,2026-07-18,P1091,4,8353.23,Refunded,Cancelled,Kolkata
O109231,C13455,2026-08-30,P1385,3,15761.25,Failed,Completed,Kolkata
O109232,C11502,2026-04-16,P1233,2,4879.17,Paid,Processing,Bangalore
O109233,C10744,2026-08-01,P1457,1,1608.54,Paid,Cancelled,Pune
O109234,C11957,2026-04-15,P1018,2,24749.25,Paid,Completed,Chennai
O109235,C10540,2026-06-05,P1319,7,18509.14,Paid,Returned,Pune
O109236,C12349,2026-03-28,P1275,6,23289.9,Paid,Completed,Delhi
O109237,C12308,2026-09-15,P1313,2,20847.61,Pending,Completed,Delhi
O109238,C11964,2026-09-04,P1443,3,10873.44,Refunded,Completed,Mumbai
O109239,C12416,2026-07-24,P1229,4,21577.59,Pending,Completed,Kolkata
O109240,C13904,2026-01-13,P1314,6,19731.48,Paid,Completed,Bangalore
O109241,C11534,2026-06-11,P1117,3,6678.9,Paid,Processing, Kolkata 
O109242,C11692,2026-06-15,P1367,3,15688.31,Paid,Completed,Hyderabad
O109243,C11096,2026-01-12,P1236,7,7833.93,Paid,Completed,Pune
O109244,C10738,2026-06-04,P1178,6,6080.68,Paid,Cancelled,Pune
O109245,C11157,2026-03-12,P1290,6,2318.82,Failed,Completed,Delhi
O109246,C10851,2026-03-13,P1360,6,13716.07,Paid,Completed,Chennai
O109247,C11731,2026-03-02,P1137,5,9992.93,Paid,Cancelled,Bangalore
O109248,C10934,2026-08-22,P1111,6,2474.72,Failed,Processing,Pune
O109249,C12071,2026-01-31,P1241,7,18043.38,Paid,Completed,Pune
O109250,C11146,2026-05-15,P1291,7,18159.6,Failed,Completed,Chennai
O109251,C11700,2026-08-05,P1436,5,6112.21,Paid,Completed,Pune
O109252,C10517,2026-02-09,P1375,1,23910.91,Paid,Completed,Delhi
O109253,C10656,2026-07-25,P1247,5,19513.23,Paid,Completed,Hyderabad
O109254,C12458,2026-08-15,P1053,1,20191.01,Paid,Completed,Hyderabad
O109255,C12263,2026-01-16,P1015,2,391.42,Refunded,Cancelled,Mumbai
O109256,C10685,2026-07-28,P1049,2,24467.4,Paid,Processing,Mumbai
O109257,C11180,2026-07-20,P1281,3,24760.27,Paid,Completed,Bangalore
O109258,C10886,2026-04-16,P1286,2,12828.35,Pending,Completed,Hyderabad
O109259,C13192,2026-04-06,P1188,5,24629.91,Paid,Completed,Mumbai
O109260,C11460,2026-02-01,P1425,5,15419.88,Refunded,Completed,Hyderabad
O109261,C11625,2026-02-05,P1000,5,3609.51,Paid,Completed,Mumbai
O109262,C12661,2026-07-25,P1470,4,20411.49,Paid,Returned,Kolkata
O109263,C11303,2026-03-25,P1169,5,14084.7,Paid,Completed,Delhi
O109264,C11512,2026-01-08,P1176,6,8754.56,Paid,Completed,Chennai
O109265,C13194,2026-08-31,P1218,3,6133.68,Paid,Cancelled,Pune
O109266,C13180,2026-04-09,P1146,3,13116.76,Paid,Completed,Pune
O109267,C12420,2026-04-01,P1207,2,17386.24,Paid,Completed,Hyderabad
O109268,C12237,2026-02-11,P1255,1,21962.08,Failed,Processing,Bangalore
O109269,C10724,2026-03-23,P1312,6,15086.37,Paid,Completed,Chennai
O109270,C11894,2026-09-09,P1357,-3,10557.74,Paid,Completed,Chennai
O109271,C11098,2026-03-03,P1135,7,15913.71,Paid,Cancelled,Pune
O109272,C12921,2026-03-20,P1189,6,12574.9,Paid,Processing, Chennai 
O109273,C12513,2026-08-03,P1335,4,16404.22,Paid,Completed,Bangalore
O109274,C11511,2026-06-15,P1459,1,15341.59,Paid,Completed,Bangalore
O109275,C12142,2026-04-15,P1008,4,24473.48,Paid,Completed,Delhi
O109276,C11685,2026-04-30,P1367,6,15669.49,Paid,Completed,Hyderabad
O109277,C10586,2026-08-26,P1262,3,17368.66,Paid,Completed,Bangalore
O109278,C13125,2026-02-16,P1167,7,22341.9,Paid,Completed,Delhi
O109279,C13595,2026-08-23,P1499,3,22851.63,Paid,Completed,Kolkata
O109280,C13724,2026-01-04,P1484,4,3779.68,Paid,Cancelled,Pune
O109281,C13159,2026-08-05,P1188,2,11508.98,Paid,Processing,Kolkata
O109282,C13289,2026-06-07,P1022,5,23586.4,Paid,Completed,Delhi
O109283,C10223,2026-05-15,P1296,5,24006.3,Failed,Cancelled,Chennai
O109284,C13130,2026-03-29,P1327,1,4993.8,Paid,Completed,Mumbai
O109285,C11214,2026-07-27,P1150,7,11259.5,Pending,Completed,Delhi
O109286,C10551,2026-05-30,P1467,7,7182.66,Paid,Completed,Hyderabad
O109287,C12089,2026-03-22,P1239,3,19831.19,Pending,Completed,Mumbai
O109288,C12283,2026-01-16,P1010,5,21348.53,Pending,Completed,Hyderabad
O109289,C11940,2026-04-16,P1000,3,11890.37,Paid,Completed,Pune
O109290,C12613,2026-05-01,P1176,7,16988.8,Pending,Completed,Bangalore
O109291,C12859,2026-02-14,P1299,6,21788.17,Paid,Completed,Kolkata
O109292,C10548,2026-05-02,P1324,3,17825.12,Paid,Completed,Mumbai
O109293,C12469,2026-06-17,P1141,3,4163.73,Paid,Returned,Hyderabad
O109294,C10217,2026-06-04,P1006,5,17886.21,Paid,Completed,Pune
O109295,C11796,2026-01-10,P1122,5,4225.99,Paid,Cancelled,Hyderabad
O109296,C10400,2026-02-27,P1443,6,16447.51,Paid,Processing, 
O109297,C11799,2026-05-25,P1023,5,8538.28,Failed,Completed,Kolkata
O109298,,2026-07-03,P1230,4,1694.16,Paid,Completed,Hyderabad
O109299,C12940,2026-08-03,P1387,5,5894.1,Paid,Processing,Hyderabad
O109300,C13601,2026-08-19,P1238,3,11869.04,Paid,Cancelled,
O109301,C10678,2026-01-14,P1154,6,24852.2,Paid,Completed,Kolkata
O109302,C12948,2026-07-14,P1445,3,6616.07,Paid,Cancelled,Delhi
O109303,,2026-04-02,P1006,7,24475.93,Paid,Completed,Mumbai
O109304,C11736,2026-02-02,P1437,6,9296.21,Paid,Completed,Kolkata
O109305,C12504,2026-06-24,P1471,1,24012.27,Paid,Completed,Kolkata
O109306,C12152,2026-08-13,P1456,2,23915.75,Paid,Processing,Bangalore
O109307,C10228,2026-04-08,P1448,4,3829.57,Pending,Completed,Mumbai
O109308,C11451,2026-01-02,P1225,7,20769.36,Paid,Completed,Delhi
O109309,C11882,2026-07-08,P1103,6,13077.61,Failed,Completed,Chennai
O109310,C11566,2026-05-13,P1350,1,17249.14,Refunded,Completed,Bangalore
O109311,C12664,2026-03-25,P1102,6,19469.07,Paid,Completed,Kolkata
O109312,C13555,2026-05-20,P1342,4,3376.0,Paid,Completed,Delhi
O109313,C12672,2026-04-29,P1450,4,20034.62,Paid,Processing,Bangalore
O109314,C12361,2026-05-23,P1102,3,7779.02,Paid,Completed,Delhi
O109315,C10596,2026-05-06,P1147,3,18389.53,Paid,Completed,Chennai
O109316,C11396,2026-01-28,P1185,3,14469.37,Paid,Cancelled,Chennai
O109317,C12194,2026-03-17,P1175,3,17211.23,Paid,Completed,
O109318,C13739,2026-02-08,P1409,1,15685.1,Failed,Completed,Bangalore
O109319,C11220,2026-08-27,P1417,2,20317.39,Paid,Completed,Hyderabad
O109320,C11352,2026-02-27,P1415,2,22395.63,Paid,Cancelled,Pune
O109321,C12360,2026-08-01,P1352,6,11392.82,Paid,Completed,Delhi
O109322,C13601,2026-08-30,P1295,1,9986.62,Paid,Completed,Pune
O109323,C12174,2026-09-15,P1004,2,6282.1,Refunded,Completed,Chennai
O109324,C10698,2026-01-03,P1009,6,20401.82,Paid,Completed,Chennai
O109325,C10302,2026-07-17,P1483,5,24185.24,Paid,Cancelled,Kolkata
O109326,C13558,2026-07-12,P1221,7,5124.44,Paid,Cancelled,Pune
O109327,C12681,2026-05-19,P1072,7,11608.71,Paid,Returned,Bangalore
O109328,C10882,2026-04-24,P1173,5,19327.34,Paid,Completed,Delhi
O109329,C12900,2026-02-28,P1031,5,16010.26,Paid,Completed,Kolkata
O109330,C12880,2026-06-25,P1444,3,20431.26,Failed,Cancelled,Delhi
O109331,C13090,2026-01-27,P1084,5,698.79,Failed,Completed,Chennai
O109332,C13571,2026-02-22,P1425,6,22810.28,Paid,Completed,Delhi
O109333,C10608,2026-07-14,P1369,4,1815.39,Paid,Completed,Chennai
O109334,C13830,2026-05-10,P1281,4,11303.31,Paid,Completed,Chennai
O109335,C13997,2026-03-14,P1406,6,7111.38,Paid,Completed,Hyderabad
O109336,C10057,2026-02-17,P1392,1,23226.39,Failed,Completed,Mumbai
O109337,C10365,2026-06-18,P1452,7,7096.04,Paid,Completed,Bangalore
O109338,C11737,2026-01-01,P1054,4,9521.42,Paid,Completed,Chennai
O109339,C10137,2026-04-13,P1135,6,22242.0,Paid,Cancelled,Pune
O109340,C12941,2026-08-18,P1491,7,13573.93,Paid,Processing,Chennai
O109341,C12605,2026-01-24,P1115,6,22485.58,Refunded,Completed,Mumbai
O109342,C13105,2026-02-28,P1055,7,16625.94,Failed,Completed,Hyderabad
O109343,C13996,2026-09-01,P1438,1,2256.03,Refunded,Completed,Hyderabad
O109344,C13736,2026-01-28,P1242,2,11039.23,Paid,Completed,Bangalore
O109345,C11200,2026-03-21,P1237,4,4656.8,Paid,Completed,Delhi
O109346,C11587,2026-07-31,P1298,6,1908.79,Paid,Completed,Delhi
O109347,C13106,2026-06-02,P1330,6,9533.33,Paid,Cancelled,Kolkata
O109348,C11553,2026-01-22,P1055,4,22738.2,Pending,Processing,Pune
O109349,C12796,2026-08-17,P1163,1,3206.45,Pending,Completed,Delhi
O109350,C13677,2026-01-25,P1401,4,467.27,Paid,Processing,Chennai
O109351,C11624,2026-04-15,P1286,1,23396.7,Paid,Completed,Pune
O109352,C12243,2026-01-16,P1488,4,13393.61,Refunded,Completed,Delhi
O109353,C13368,2026-01-17,P1007,7,14096.93,Paid,Completed,Kolkata
O109354,C11912,2026-02-03,P1099,7,23232.79,Refunded,Completed,Mumbai
O109355,C11157,2026-08-21,P1498,7,17594.42,Paid,Completed,Pune
O109356,C11033,2026-03-23,P1146,6,20722.28,Paid,Completed,Hyderabad
O109357,C10287,2026-07-25,P1405,3,19331.19,Paid,Processing,Pune
O109358,C11322,2026-03-18,P1065,7,15412.88,Paid,Completed,Hyderabad
O109359,C12745,2026-03-26,P1138,2,17303.45,Paid,Completed,Chennai
O109360,C10235,2026-08-01,P1194,7,14149.36,Paid,Completed,Delhi
O109361,C11098,2026-03-31,P1288,4,9078.31,Pending,Completed,Kolkata
O109362,C10446,2026-06-01,P1457,6,7348.21,Failed,Cancelled,Chennai
O109363,C11619,2026-06-03,P1308,2,4645.83,Paid,Cancelled,Delhi
O109364,C10373,2026-06-17,P1428,4,9043.85,Paid,Cancelled,Bangalore
O109365,C12986,2026-01-16,P1194,4,14549.34,Refunded,Cancelled,
O109366,C13715,2026-01-10,P1122,7,14812.17,Paid,Completed,Pune
O109367,C10769,2026-08-23,P1294,7,17180.46,Paid,Completed,Mumbai
O109368,C11003,2026-03-17,P1248,3,22021.8,Paid,Processing,Mumbai
O109369,C10641,2026-06-23,P1420,5,16400.65,Paid,Processing,Delhi
O109370,C10750,2026-04-05,P1097,7,4520.89,Failed,Completed,Kolkata
O109371,C11247,2026-08-28,P1049,5,934.73,Paid,Completed,Chennai
O109372,C11125,2026-05-22,P1283,2,5162.76,Paid,Completed,Chennai
O109373,C11541,2026-02-15,P1269,2,22730.13,Paid,Completed,Bangalore
O109374,C12101,2026-02-08,P1307,3,14321.07,Paid,Completed,Hyderabad
O109375,C12912,2026-08-03,P1377,7,21260.59,Paid,Cancelled,Kolkata
O109376,C13540,2026-01-02,P1091,7,6087.42,Paid,Completed,Bangalore
O109377,C11838,2026-08-05,P1029,1,17834.05,Paid,Completed,Delhi
O109378,C13638,2026-02-27,P1157,2,18372.35,Paid,Cancelled,Mumbai
O109379,C12721,2026-07-17,P1120,5,20295.52,Paid,Returned,
O109380,C12917,2026-02-26,P1154,3,13527.2,Paid,Processing,Mumbai
O109381,C12090,2026-03-29,P1065,1,19899.74,Paid,Cancelled,Bangalore
O109382,C12094,2026-08-30,P1100,6,23405.48,Pending,Completed,Hyderabad
O109383,C12129,2026-07-27,P1332,3,23947.62,Paid,Processing,Bangalore
O109384,C11969,2026-07-20,P1294,5,3398.28,Paid,Completed,Mumbai
O109385,C11836,2026-03-09,P1425,6,15720.4,,Completed,Pune
O109386,C13100,2026-01-08,P1283,3,3103.1,Pending,Completed,Kolkata
O109387,C11551,2026-01-17,P1083,7,23087.86,Paid,Completed,Mumbai
O109388,C10827,2026-03-10,P1318,7,23898.23,Paid,Completed,
O109389,C10542,2026-01-09,P1358,4,12639.92,Paid,Completed,Delhi
O109390,C13521,2026-05-03,P1054,7,24009.36,Paid,Completed,Bangalore
O109391,,2026-03-03,P1241,5,19226.17,Paid,Completed,Chennai
O109392,C10975,2026-08-22,P1145,1,17489.69,Paid,Completed,Delhi
O109393,C10473,2026-01-30,P1161,7,14644.72,Pending,Completed,Pune
O109394,C13844,2026-03-31,P1184,3,10347.41,Paid,Completed,
O109395,C11929,2026-08-04,P1367,5,24105.37,Paid,Cancelled,
O109396,C10373,2026-04-10,P1172,5,5167.17,Paid,Completed,Kolkata
O109397,C10861,2026-05-16,P1080,7,20122.69,Paid,Completed,Hyderabad
O109398,C12817,2026-05-24,P1421,7,9376.09,Paid,Completed,Delhi
O109399,C10325,2026-05-18,P1406,1,18905.17,Failed,Completed,Pune
O109400,C11733,2026-04-22,P1030,5,4343.09,Paid,Completed,Pune
O109401,C11711,2026-06-16,P1392,1,9520.62,Paid,Completed,Bangalore
O109402,C12744,2026-07-15,P1290,5,23669.81,Paid,Processing,Mumbai
O109403,C10798,2026-04-05,P1408,3,14065.19,Pending,Completed,Kolkata
O109404,C13938,2026-05-10,P1166,1,12433.85,Paid,Completed,Hyderabad
O109405,C10621,2026-06-21,P1413,7,18877.04,Pending,Cancelled,Chennai
O109406,C12395,2026-09-06,P1260,1,10601.23,Paid,Processing,Bangalore
O109407,C11313,2026-01-04,P1155,5,12477.71,Paid,Completed,Kolkata
O109408,C10531,2026-02-11,P1116,6,14146.99,Paid,Completed,
O109409,C12157,2026-04-02,P1006,4,24752.68,Paid,Completed,Chennai
O109410,C10678,2026-01-06,P1361,6,20192.72,Paid,Completed,Kolkata
O109411,C12721,2026-06-01,P1245,6,1283.07,Paid,Completed,Bangalore
O109412,C10129,2026-03-15,P1375,1,19655.36,Paid,Completed,Hyderabad
O109413,C12043,2026-06-02,P1425,4,12723.5,Paid,Returned,Kolkata
O109414,C10876,2026-03-25,P1297,6,5997.44,Paid,Completed,Pune
O109415,C13803,2026-07-11,P1312,2,21381.51,Refunded,Completed,Pune
O109416,C12844,2026-04-21,P1229,3,6982.14,Paid,Completed,Bangalore
O109417,C13023,2026-07-28,P1338,4,8214.16,Paid,Completed,Bangalore
O109418,C12823,2026-01-10,P1447,6,1855.94,Paid,Completed,Hyderabad
O109419,C12665,2026-02-16,P1123,6,24446.84,Pending,Completed,Kolkata
O109420,C10552,2026-03-21,P1216,3,19945.94,Refunded,Completed,Delhi
O109421,C13992,2026-04-25,P1318,1,3958.11,Paid,Completed,Bangalore
O109422,C12631,2026-08-23,P1017,6,12391.88,Paid,Returned,Chennai
O109423,,2026-07-06,P1116,7,8617.66,Paid,Completed,Bangalore
O109424,C12016,2026-05-08,P1238,3,1100.13,Pending,Completed,Kolkata
O109425,C11144,2026-01-05,P1089,4,23202.36,Paid,Completed,Hyderabad
O109426,C11750,2026-04-04,P1428,6,21033.43,Paid,Completed,Hyderabad
O109427,C11597,2026-05-17,P1275,7,24677.11,Paid,Processing,Kolkata
O109428,C10063,2026-08-20,P1001,6,6290.12,Paid,Completed,Chennai
O109429,C12701,2026-07-27,P1319,1,17575.6,Paid,Cancelled,Hyderabad
O109430,C12952,2026-01-31,P1285,6,3218.78,Paid,Completed,
O109431,C10163,2026-05-08,P1149,4,10955.41,Paid,Completed,Pune
O109432,C10984,2026-07-12,P1251,1,21214.47,Paid,Completed,Delhi
O109433,C12659,2026-08-18,P1105,4,499.03,Pending,Completed,Mumbai
O109434,C11288,2026-01-01,P1374,7,12173.3,Paid,Cancelled,Pune
O109435,C13738,2026-03-09,P1289,7,11037.01,Paid,Completed,Hyderabad
O109436,C10450,2026-05-31,P1124,1,17367.66,Paid,Cancelled,Pune
O109437,C13715,2026-05-05,P1162,6,6176.78,Pending,Completed, 
O109438,C13658,2026-07-12,P1381,4,4580.1,Pending,Completed,Bangalore
O109439,C13826,2026-06-12,P1196,2,16372.28,Paid,Completed,Kolkata
O109440,C10309,2026-03-10,P1312,4,16139.03,Paid,Completed,Kolkata
O109441,C11090,2026-06-07,P1014,4,18869.06,Paid,Completed,Bangalore
O109442,C11006,2026-01-22,P1294,2,6398.76,Paid,Completed,Hyderabad
O109443,C13544,2026-06-30,P1462,7,703.25,Paid,Processing, Kolkata 
O109444,C13231,2026-07-01,P1027,3,21985.56,Paid,Completed,chennai
O109445,C10636,2026-04-24,P1011,1,5396.56,Paid,Completed,Kolkata
O109446,C10566,2026-08-06,P1194,6,10623.82,Paid,Processing,Kolkata
O109447,C11898,2026-05-11,P1265,7,11871.96,Paid,Completed,Pune
O109448,C10693,2026-09-14,P1355,7,4927.17,Paid,Completed,Chennai
O109449,C11905,2026-02-10,P1262,4,13164.49,Paid,Completed,Mumbai
O109450,C13381,2026-08-14,P1170,3,22882.98,Paid,Completed,Chennai
O109451,C12001,2026-07-08,P1336,5,7002.44,Paid,Completed,Bangalore
O109452,C12900,2026-05-23,P1275,3,13152.39,Pending,Completed,Chennai
O109453,C11001,2026-01-09,P1302,5,7924.8,Paid,Completed,Kolkata
O109454,C11064,2026-05-05,P1240,1,24523.92,Paid,Completed,Delhi
O109455,C12377,2026-07-24,P1493,5,5748.78,Paid,Cancelled,Hyderabad
O109456,C13412,2026-05-20,P1244,2,3000.46,Paid,Completed,Delhi
O109457,C12126,2026-03-17,P1027,2,3822.68,Paid,Completed,Chennai
O109458,C10793,2026-03-02,P1203,3,9366.12,Paid,Completed,Kolkata
O109459,C10872,2026-06-30,P1273,2,13955.43,Paid,Completed,Bangalore
O109460,C12470,2026-08-20,P1312,2,16799.87,Paid,Cancelled,Pune
O109461,C10413,2026-09-13,P1364,3,14191.6,Paid,Processing,
