product_id,warehouse_id,stock_available,reorder_level,daily_demand,last_restock_date,supplier
P1067,W107,928,287,22.76,2026-05-03,Supplier_B
P1161,W113,849,191,31.36,2026-08-28,Supplier_D
P1078,W112,405,260,43.01,2026-03-30,Supplier_A
P1072,W117,128,119,15.1,2026-04-02,Supplier_D
P1102,W115,426,234,44.29,2026-02-19,Supplier_A
P1195,W100,580,74,41.2,2026-04-01,Supplier_A
P1326,W112,188,197,29.98,2026-08-13,
P1273,W108,740,200,10.32,2026-02-12,Supplier_D
P1153,W118,755,266,112.43,2026-07-24,Supplier_D
P1426,W113,354,251,73.1,2026-05-26,Supplier_D
P1164,W119,353,139,140.08,2026-04-29,Supplier_A
P1059,W105,775,262,67.93,2026-02-26,Supplier_A
P1172,W109,283,245,42.71,2026-07-25,Supplier_A
P1089,W100,778,152,81.11,2026-06-21,Supplier_B
P1148,W114,343,84,19.61,2026-01-31,Supplier_B
P1435,W101,209,258,125.71,2026-01-31, Supplier_A 
P1321,W119,951,288,30.47,2026-07-30,Supplier_D
P1093,W102,891,95,69.81,2026-05-16,Supplier_C
P1202,W108,429,60,13.31,2026-02-08,Supplier_B
P1096,W110,766,240,112.09,2026-02-09,Supplier_D
P1366,W101,16,130,104.33,2026-08-07,Supplier_A
P1381,W101,21,282,76.65,2026-01-18,Supplier_B
P1420,W105,467,117,148.22,2026-03-26,Supplier_D
P1464,W103,186,116,10.1,2026-01-28,
P1109,W100,16,278,113.21,2026-02-02,Supplier_B
P1279,W111,342,280,96.68,2026-03-28,Supplier_A
P1362,W103,736,245,90.76,2026-03-16,Supplier_A
P1127,W110,931,230,132.01,2026-02-24,Supplier_A
P1208,W102,996,123,132.84,2026-03-12,Supplier_A
P1412,W112,142,254,60.2,2026-07-01,Supplier_A
P1307,W109,853,250,98.53,2026-06-07,Supplier_A
P1218,W111,671,296,80.07,2026-09-09,Supplier_C
P1320,W118,204,140,14.95,2026-03-20,Supplier_B
P1186,W100,506,51,12.54,2026-05-02,Supplier_D
P1493,W110,120,180,24.12,2026-08-24,Supplier_C
P1213,W106,678,234,19.45,2026-06-09,
P1387,W119,525,88,47.89,2026-05-27,Supplier_A
P1418,W109,172,195,70.05,2026-04-27,Supplier_C
P1451,W113,338,172,13.13,2026-07-29,Supplier_C
P1456,W101,371,248,41.29,2026-01-08,Supplier_C
P1351,W119,462,264,94.53,2026-03-07,SUPPLIER_A
P1001,W110,299,284,59.05,2026-03-27,Supplier_D
P1406,W102,238,230,22.36,2026-06-22,Supplier_B
P1024,W102,379,129,128.74,2026-01-24,Supplier_B
P1285,W112,165,298,47.49,2026-02-23,Supplier_D
P1168,W112,900,295,143.68,2026-04-22,Supplier_D
P1070,W110,723,159,24.79,2026-07-11,Supplier_D
P1250,W100,311,59,98.4,2026-08-28,Supplier_D
P1456,W101,856,90,18.49,2026-02-16,Supplier_A
P1410,W110,506,245,129.79,2026-04-21,Supplier_C
P1321,W118,979,157,97.73,2026-08-29,Supplier_A
P1304,W111,859,253,120.43,2026-05-17,Supplier_A
P1176,W106,10,57,76.26,2026-04-03,Supplier_A
P1401,W118,85,125,91.95,2026-02-24,Supplier_C
P1490,W116,996,135,112.31,2026-06-05,Supplier_A
P1281,W110,256,204,39.51,2026-02-10,Supplier_D
P1427,W113,440,235,103.02,2026-06-12,Supplier_D
P1282,W119,509,217,14.4,2026-08-29,SUPPLIER_B
P1409,W109,748,147,21.91,2026-01-12,Supplier_C
P1197,W115,582,268,51.05,2026-07-11,Supplier_C
P1133,W119,47,112,135.17,2026-03-09,Supplier_A
P1359,W100,487,218,64.74,2026-03-04,Supplier_A
P1244,W101,792,133,115.98,2026-02-01,Supplier_D
P1364,W103,742,161,142.21,2026-05-17,Supplier_D
P1383,W119,978,269,124.02,2026-07-26,Supplier_D
P1225,W104,11,230,31.96,2026-01-03,Supplier_A
P1087,W103,817,263,46.08,2026-06-25,Supplier_B
P1445,W108,985,111,138.89,2026-03-25,Supplier_B
P1495,W112,632,141,18.05,2026-07-27,Supplier_B
P1468,W117,433,141,129.58,2026-03-03,Supplier_B
P1032,W106,107,207,40.7,2026-02-26,Supplier_D
P1188,W117,963,209,138.62,2026-01-13,Supplier_D
P1186,W116,686,220,101.39,2026-06-02,Supplier_C
P1142,W100,540,109,47.17,2026-05-29,Supplier_C
P1204,W100,474,66,6.78,2026-09-06,Supplier_D
P1243,W117,191,263,23.35,2026-07-31, Supplier_C 
P1297,W115,476,181,61.35,2026-02-25,Supplier_C
P1347,W105,227,146,26.24,2026-05-27,Supplier_B
P1305,W105,642,94,68.84,2026-05-17,Supplier_B
P1200,W115,879,235,32.59,2026-04-13,
P1099,W100,143,283,90.73,2026-06-01,Supplier_C
P1478,W103,947,126,16.55,2026-01-07,Supplier_D
P1360,W102,2,123,129.41,2026-06-27,Supplier_B
P1163,W101,193,277,2.51,2026-02-01,Supplier_A
P1022,W110,72,276,68.4,2026-02-10,Supplier_C
P1230,W101,270,147,94.09,2026-04-29,Supplier_C
P1417,W110,915,271,76.83,2026-08-01,Supplier_B
P1290,W100,667,110,9.03,2026-09-14,Supplier_A
P1289,W112,405,224,100.09,2026-02-21,Supplier_A
P1242,W103,770,274,79.86,2026-06-06,Supplier_D
P1196,W102,526,61,5.94,2026-07-09,Supplier_C
P1260,W113,454,288,49.61,2026-08-21,Supplier_A
P1037,W110,898,172,59.88,2026-06-11,Supplier_C
P1425,W114,275,131,107.39,2026-05-12,Supplier_B
P1424,W110,647,171,31.64,2026-07-05,Supplier_B
P1222,W114,576,215,142.11,2026-03-28,Supplier_B
P1044,W102,101,102,4.84,2026-04-23,Supplier_D
P1475,W111,646,157,115.49,2026-06-11,Supplier_D
P1443,W111,78,86,143.35,2026-07-09,
P1194,W107,340,60,132.36,2026-08-28,Supplier_A
P1417,W109,639,246,11.58,2026-03-06,Supplier_B
P1395,W115,53,275,41.8,2026-06-11,Supplier_B
P1215,W112,749,129,7.58,2026-07-06,Supplier_B
P1283,W113,940,284,141.11,2026-01-02,Supplier_C
P1044,W101,363,111,36.21,2026-06-29,Supplier_A
P1146,W105,888,76,59.98,2026-07-06,Supplier_D
P1099,W106,821,85,139.31,2026-03-17,Supplier_D
P1314,W108,119,230,103.09,2026-05-24,Supplier_D
P1191,W105,757,57,129.27,2026-02-05,Supplier_B
P1001,W102,22,221,100.78,2026-02-20,Supplier_C
P1000,W105,138,168,59.46,2026-01-02,Supplier_D
P1058,W101,123,204,3.4,2026-09-07,Supplier_D
P1110,W114,532,145,49.2,2026-02-14,Supplier_C
P1438,W115,127,230,46.7,2026-06-16,Supplier_C
P1462,W110,24,280,116.75,2026-06-06,Supplier_C
P1479,W105,806,71,132.15,2026-01-06,Supplier_D
P1466,W105,879,178,109.65,2026-03-28,Supplier_A
P1382,W101,616,224,42.62,2026-03-30,Supplier_D
P1333,W100,588,77,134.21,2026-04-10,Supplier_B
P1266,W114,515,246,79.67,2026-05-29,Supplier_B
P1215,W109,668,223,6.19,2026-07-29,Supplier_A
P1393,W118,974,140,53.33,2026-07-24,Supplier_D
P1163,W116,109,151,24.19,2026-03-27,Supplier_B
P1451,W110,815,269,58.99,2026-08-19,Supplier_C
P1364,W110,306,240,18.99,2026-03-23,Supplier_C
P1226,W111,687,176,72.88,2026-07-07,Supplier_A
P1199,W115,140,229,77.74,2026-05-31,Supplier_A
P1426,W108,326,289,52.84,2026-04-25,Supplier_A
P1416,W108,690,170,69.3,2026-06-30,Supplier_B
P1413,W103,534,59,95.79,2026-05-21,Supplier_D
P1416,W112,478,154,84.73,2026-07-09,Supplier_A
P1057,W108,132,112,14.96,2026-06-12,Supplier_C
P1484,W119,807,105,22.34,2026-08-21,Supplier_B
P1368,W118,2,161,87.72,2026-04-06,Supplier_D
P1284,W118,290,154,106.83,2026-08-09,Supplier_C
P1477,W104,37,203,82.1,2026-04-17,Supplier_B
P1418,W113,417,146,146.95,2026-06-03,Supplier_C
P1415,W101,443,227,82.63,2026-07-11,Supplier_B
P1490,W111,799,110,72.74,2026-06-21,Supplier_D
P1223,W115,88,60,129.58,2026-01-05,Supplier_B
P1298,W104,24,149,83.79,2026-01-25,Supplier_C
P1275,W106,530,58,106.07,2026-03-21,Supplier_D
P1377,W105,849,148,75.12,2026-05-08,Supplier_B
P1180,W100,480,116,3.16,2026-01-16,Supplier_D
P1436,W112,265,221,33.88,2026-08-25,Supplier_D
P1251,W109,953,60,10.06,2026-03-23,
P1155,W100,688,137,1.43,2026-07-13,Supplier_C
P1212,W106,829,219,11.33,2026-08-22,Supplier_D
P1410,W111,867,213,70.99,2026-03-22,Supplier_C
P1139,W116,14,73,120.78,2026-07-23,Supplier_D
P1439,W108,285,58,65.14,2026-07-13,Supplier_C
P1125,W105,236,272,142.23,2026-02-10,Supplier_B
P1408,W117,851,164,121.08,2026-03-12,Supplier_D
P1343,W105,20,73,135.86,2026-06-17,Supplier_D
P1298,W105,419,214,130.04,2026-01-13,Supplier_C
P1336,W113,419,116,12.21,2026-05-18,Supplier_C
P1318,W109,481,132,88.76,2026-01-22,Supplier_D
P1224,W102,490,167,97.99,2026-08-03,Supplier_D
P1205,W115,917,97,59.82,2026-03-07,Supplier_A
P1445,W108,976,250,92.2,2026-01-28,Supplier_C
P1119,W118,991,175,142.32,2026-06-06,Supplier_C
P1130,W101,342,247,142.2,2026-04-23,Supplier_D
P1046,W112,412,142,74.24,2026-05-25,Supplier_A
P1143,W106,557,60,71.54,2026-02-28,Supplier_C
P1471,W102,22,75,124.88,2026-01-06,Supplier_A
P1485,W109,305,143,31.95,2026-03-19,Supplier_D
P1440,W115,108,285,145.9,2026-04-30,Supplier_B
P1489,W104,557,162,128.56,2026-01-09,Supplier_B
P1142,W101,341,193,46.18,2026-02-24,Supplier_C
P1196,W118,597,224,71.83,2026-04-11,Supplier_B
P1042,W102,213,93,126.89,2026-01-27,Supplier_D
P1055,W119,507,211,107.29,2026-02-26,Supplier_C
P1170,W104,857,279,77.45,2026-02-05,Supplier_D
P1315,W119,243,115,35.27,2026-05-06,
P1097,W114,205,289,36.92,2026-03-13,Supplier_D
P1260,W114,927,162,6.8,2026-07-19,Supplier_B
P1372,W103,234,132,138.0,2026-05-04,Supplier_B
P1024,W102,300,218,12.8,2026-05-07,Supplier_D
P1364,W106,463,262,123.01,2026-07-29,Supplier_B
P1167,W102,155,282,89.26,2026-06-02,Supplier_C
P1170,W119,726,140,91.42,2026-07-28,Supplier_D
P1275,W113,357,274,145.72,2026-08-07,Supplier_B
P1289,W112,587,180,89.85,2026-08-02,Supplier_B
P1017,W116,487,280,108.19,2026-07-27,Supplier_C
P1126,W108,421,210,140.36,2026-09-05,Supplier_B
P1152,W116,863,88,16.67,2026-04-13,Supplier_A
P1105,W100,419,278,130.32,2026-05-22,Supplier_A
P1028,W106,633,76,23.77,2026-03-05,Supplier_B
P1055,W117,175,208,148.44,2026-07-02,Supplier_A
P1160,W111,12,273,86.32,2026-05-03,Supplier_B
P1479,W113,12,264,51.27,2026-02-14,Supplier_B
P1339,W103,150,267,33.09,2026-04-04,Supplier_D
P1401,W118,202,104,44.7,2026-03-28,Supplier_D
P1348,W114,348,166,120.68,2026-02-11,Supplier_C
P1305,W103,223,74,95.1,2026-01-08,Supplier_B
P1433,W107,3,131,39.79,2026-05-11,Supplier_A
P1128,W113,806,156,64.59,2026-04-09,Supplier_D
P1010,W104,964,136,75.92,2026-07-25,Supplier_B
P1054,W112,9,141,89.13,2026-01-17,Supplier_B
P1052,W103,0,56,95.07,2026-06-12,Supplier_B
P1278,W119,277,116,76.55,2026-08-03,Supplier_D
P1129,W113,378,108,140.69,2026-01-29,Supplier_A
P1154,W115,680,288,117.46,2026-05-18,Supplier_B
P1208,W108,363,196,142.28,2026-05-02,Supplier_A
P1120,W116,666,99,3.32,2026-07-31,Supplier_B
P1248,W107,173,104,2.5,2026-06-05,Supplier_B
P1425,W119,546,196,101.0,2026-05-11,Supplier_C
P1115,W105,473,56,79.91,2026-05-12,Supplier_B
P1144,W100,213,199,24.62,2026-07-14,
P1098,W107,210,256,116.88,2026-05-14,Supplier_D
P1289,W105,510,106,146.96,2026-06-04,Supplier_C
P1115,W105,482,71,71.35,2026-03-12,Supplier_D
P1057,W101,265,297,22.92,2026-02-03,Supplier_B
P1369,W102,886,58,124.45,2026-02-08,Supplier_A
P1311,W113,692,85,23.53,2026-01-08,Supplier_B
P1322,W100,385,88,64.99,2026-07-30, Supplier_A 
P1397,W100,730,184,139.36,2026-08-15,Supplier_B
P1284,W110,249,279,57.2,2026-01-08,Supplier_B
P1198,W104,248,292,73.51,2026-01-23,Supplier_B
P1254,W115,235,125,141.23,2026-07-04,Supplier_C
P1098,W118,388,264,17.85,2026-04-17,Supplier_A
P1455,W115,776,296,91.59,2026-01-20,
P1177,W111,627,286,25.49,2026-04-28,Supplier_B
P1420,W103,459,198,107.21,2026-03-29,Supplier_D
P1422,W114,875,278,96.61,2026-07-29,Supplier_A
P1116,W107,27,69,15.82,2026-02-15,Supplier_D
P1203,W111,40,255,88.84,2026-06-23,Supplier_A
P1080,W107,487,293,47.11,2026-02-18,Supplier_D
P1308,W110,334,161,31.3,2026-08-25,Supplier_B
P1040,W119,9,246,45.32,2026-02-22,Supplier_C
P1480,W115,22,209,62.48,2026-01-17,Supplier_D
P1280,W115,390,78,61.27,2026-05-12,Supplier_B
P1481,W113,21,172,53.21,2026-01-11,Supplier_B
P1479,W111,457,182,142.49,2026-06-06,Supplier_D
P1419,W105,225,266,32.07,2026-05-22,Supplier_C
P1074,W112,733,289,83.77,2026-08-08,Supplier_B
P1455,W101,564,107,72.83,2026-05-14,Supplier_A
P1392,W107,458,229,76.81,2026-07-25,Supplier_B
P1274,W118,201,219,28.36,2026-04-28,Supplier_D
P1207,W103,875,286,70.73,2026-03-19,Supplier_B
P1326,W113,921,292,71.98,2026-03-14,Supplier_B
P1087,W117,6,267,11.2,2026-06-08,Supplier_D
P1030,W115,12,203,68.33,2026-01-20,Supplier_D
P1225,W108,800,133,36.18,2026-02-03,Supplier_B
P1286,W118,706,138,68.2,2026-06-07, 
P1201,W105,624,237,140.95,2026-05-12,Supplier_D
P1372,W119,83,215,70.49,2026-09-06,Supplier_C
P1453,W114,6,155,30.8,2026-01-24,Supplier_C
P1273,W105,788,108,105.0,2026-06-23,Supplier_D
P1452,W100,336,280,67.72,2026-09-10,Supplier_B
P1290,W113,902,221,28.82,2026-04-23,Supplier_D
P1458,W116,694,92,54.79,2026-06-16, Supplier_D 
P1123,W112,106,129,79.42,2026-02-01,Supplier_A
P1479,W108,8,161,9.81,2026-06-20, 
P1294,W116,542,148,55.75,2026-05-18,Supplier_D
P1179,W110,257,154,12.44,2026-02-26,Supplier_B
P1251,W110,39,226,10.06,2026-08-09,Supplier_D
P1236,W113,418,286,37.01,2026-05-05,Supplier_A
P1015,W116,606,296,85.02,2026-02-23,Supplier_C
P1082,W113,653,208,72.53,2026-03-23,Supplier_C
P1408,W114,16,187,124.14,2026-08-16,Supplier_D
P1074,W112,252,289,22.98,2026-07-02,Supplier_D
P1016,W101,39,59,136.54,2026-01-20,Supplier_B
P1446,W114,550,53,51.14,2026-01-01,Supplier_A
P1260,W112,891,133,28.33,2026-07-31,Supplier_C
P1190,W117,673,102,113.63,2026-03-23,Supplier_A
P1045,W101,838,294,62.02,2026-02-22,Supplier_C
P1146,W105,443,250,3.21,2026-06-21,Supplier_C
P1201,W118,307,260,6.24,2026-04-08,Supplier_B
P1459,W109,325,160,33.21,2026-01-13,Supplier_D
P1353,W105,621,85,32.58,2026-01-08,Supplier_D
P1210,W114,705,240,33.18,2026-06-16,Supplier_A
P1025,W110,368,257,107.43,2026-01-13,Supplier_B
P1108,W113,609,189,116.29,2026-08-02,Supplier_C
P1025,W112,14,56,49.0,2026-09-05,Supplier_B
P1038,W111,524,263,82.75,2026-05-27,Supplier_D
P1147,W105,842,76,145.58,2026-09-15,Supplier_B
P1215,W114,302,193,135.85,2026-03-05,Supplier_A
P1045,W108,56,88,74.17,2026-08-17,Supplier_A
P1099,W103,712,177,130.22,2026-01-29,Supplier_B
P1025,W110,565,208,46.32,2026-04-14,Supplier_D
P1205,W100,788,52,71.45,2026-04-30,Supplier_C
P1418,W110,770,215,16.02,2026-01-17,Supplier_B
P1240,W104,592,221,140.5,2026-05-04,Supplier_B
P1128,W111,977,254,47.04,2026-05-01,Supplier_C
P1027,W119,18,61,12.64,2026-09-05,Supplier_B
P1498,W110,437,156,83.58,2026-07-03,Supplier_A
P1044,W111,386,298,60.33,2026-02-23,Supplier_B
P1072,W102,978,174,92.14,2026-04-21,Supplier_D
P1259,W110,328,229,56.05,2026-01-01,Supplier_B
P1037,W111,573,229,70.23,2026-02-21,Supplier_D
P1459,W108,212,72,124.53,2026-03-11,Supplier_A
P1491,W101,958,191,16.77,2026-02-15,Supplier_C
P1393,W109,88,87,35.59,2026-08-24,Supplier_A
P1017,W117,908,99,29.42,2026-01-12,SUPPLIER_C
P1126,W116,810,169,84.78,2026-05-26,Supplier_D
P1144,W105,97,218,36.14,2026-05-26,Supplier_B
P1070,W115,208,211,134.22,2026-06-15,
P1352,W107,737,67,40.24,2026-08-25,Supplier_C
P1465,W116,635,250,44.33,2026-02-05,Supplier_A
P1041,W104,16,142,43.77,2026-02-03,Supplier_C
P1455,W100,573,281,15.88,2026-04-16,Supplier_B
P1118,W112,671,228,125.56,2026-05-11,Supplier_C
P1324,W101,638,185,23.92,2026-02-28,Supplier_C
P1426,W113,415,175,99.0,2026-02-01,Supplier_B
P1436,W118,280,136,16.96,2026-04-05,Supplier_D
P1249,W105,138,77,59.75,2026-01-14,Supplier_C
P1128,W106,84,218,53.53,2026-08-12,Supplier_C
P1056,W110,989,69,33.98,2026-03-02,supplier_a
P1179,W117,338,87,136.64,2026-07-18,Supplier_B
P1078,W107,128,118,72.15,2026-02-20,Supplier_D
P1275,W104,729,126,65.97,2026-06-20,Supplier_C
P1300,W116,274,69,79.41,2026-04-19,Supplier_A
P1251,W118,345,88,38.74,2026-08-01,Supplier_D
P1282,W111,448,188,133.84,2026-02-09,Supplier_B
P1347,W106,448,286,38.32,2026-01-30,Supplier_A
P1452,W113,201,256,136.37,2026-08-01,Supplier_B
P1372,W105,-2,248,28.26,2026-09-13,Supplier_D
P1221,W118,281,127,45.15,2026-01-15,Supplier_B
P1434,W118,486,287,13.44,2026-08-28,Supplier_B
P1300,W109,582,268,13.27,2026-07-22,Supplier_B
P1383,W116,645,94,107.35,2026-07-13,Supplier_C
P1133,W108,134,149,25.17,2026-09-04,Supplier_B
P1094,W108,196,265,111.65,2026-01-04,Supplier_C
P1491,W106,345,289,53.16,2026-04-05,Supplier_B
P1401,W109,202,247,39.58,2026-06-16,Supplier_D
P1324,W119,830,184,31.79,2026-03-04,Supplier_D
P1182,W107,401,61,85.78,2026-03-08,Supplier_C
P1293,W114,717,207,37.5,2026-09-01,Supplier_B
P1400,W104,156,288,123.23,2026-02-23,Supplier_C
P1197,W112,67,77,52.75,2026-08-29,Supplier_C
P1447,W102,866,108,60.01,2026-09-04,Supplier_A
P1495,W113,184,298,56.18,2026-05-05,Supplier_B
P1132,W102,415,147,143.67,2026-03-22,Supplier_B
P1151,W101,335,183,42.72,2026-07-23,Supplier_A
P1479,W116,442,228,75.96,2026-06-17,Supplier_C
P1362,W114,5,248,111.66,2026-09-11,Supplier_D
P1255,W100,445,190,103.07,2026-02-06,Supplier_D
P1238,W107,444,224,113.22,2026-01-31,Supplier_A
P1083,W102,509,204,33.27,2026-06-26,Supplier_D
P1489,W107,510,142,61.01,2026-03-07,Supplier_A
P1309,W109,983,161,139.23,2026-09-15,Supplier_C
P1474,W101,290,208,79.88,2026-05-29,Supplier_C
P1203,W107,588,268,58.49,2026-02-02,Supplier_B
P1211,W117,932,75,47.44,2026-07-29,Supplier_D
P1207,W119,209,118,94.37,2026-08-06,Supplier_B
P1370,W102,180,264,30.98,2026-04-30,Supplier_D
P1060,W109,91,187,29.94,2026-02-07,Supplier_A
P1391,W106,844,284,63.55,2026-09-14,Supplier_D
P1409,W112,542,288,118.82,2026-07-02,Supplier_B
P1125,W100,32,129,108.57,2026-07-10,Supplier_C
P1354,W119,541,255,100.61,2026-03-06,Supplier_A
P1452,W113,152,133,58.74,2026-06-12,Supplier_C
P1321,W108,233,173,112.64,2026-08-01,Supplier_A
P1193,W117,238,186,58.04,2026-08-23,Supplier_D
P1207,W106,136,278,75.99,2026-07-13,Supplier_D
P1221,W112,949,165,38.37,2026-09-06,Supplier_A
P1035,W105,912,253,7.06,2026-08-13,Supplier_B
P1177,W106,192,205,106.33,2026-01-02,Supplier_A
P1198,W109,722,63,100.39,2026-06-14,Supplier_A
P1333,W117,166,168,129.73,2026-06-03,Supplier_B
P1104,W117,680,288,52.63,2026-03-04,Supplier_C
P1289,W111,571,154,13.22,2026-02-11,Supplier_A
P1054,W106,204,76,116.75,2026-08-05,Supplier_B
P1441,W104,783,224,74.66,2026-07-14,Supplier_A
P1283,W108,131,101,36.51,2026-02-17,Supplier_C
P1074,W116,903,274,84.36,2026-02-14,Supplier_D
P1307,W113,468,174,149.98,2026-07-03,Supplier_C
P1454,W108,597,204,139.07,2026-04-17,Supplier_D
P1028,W112,122,282,127.59,2026-05-28,Supplier_A
P1415,W118,255,112,114.64,2026-01-11,Supplier_C
P1438,W103,924,169,64.2,2026-06-12,Supplier_A
P1035,W106,629,188,75.69,2026-03-16,Supplier_B
P1238,W103,631,292,59.91,2026-06-05,Supplier_C
P1089,W106,368,52,134.85,2026-03-13,Supplier_D
P1210,W105,849,92,53.01,2026-08-06,Supplier_B
P1355,W116,43,82,27.04,2026-07-30,Supplier_A
P1041,W109,682,238,140.04,2026-08-09,Supplier_C
P1465,W102,417,195,48.26,2026-08-17,SUPPLIER_B
P1018,W102,276,233,116.01,2026-07-30,Supplier_D
P1118,W101,387,156,130.56,2026-08-07,Supplier_B
P1267,W110,152,279,147.89,2026-01-06,Supplier_C
P1064,W105,828,259,30.51,2026-01-27,SUPPLIER_B
P1177,W113,839,184,24.22,2026-08-28,Supplier_C
P1162,W108,269,60,32.77,2026-03-31,Supplier_A
P1149,W116,371,171,81.04,2026-09-15,Supplier_C
P1408,W109,453,51,21.21,2026-03-02,Supplier_C
P1303,W100,500,55,27.33,2026-07-24,Supplier_A
P1033,W108,377,178,103.05,2026-01-07,Supplier_D
P1177,W110,820,131,108.61,2026-05-14,Supplier_A
P1372,W116,41,51,146.9,2026-02-28,Supplier_D
P1191,W102,954,241,3.08,2026-05-05,Supplier_A
P1205,W103,365,205,6.62,2026-09-11,Supplier_D
P1111,W104,454,189,62.58,2026-08-06,Supplier_B
P1277,W102,255,262,141.09,2026-05-19,Supplier_A
P1163,W118,211,62,110.89,2026-01-22,Supplier_A
P1067,W102,316,235,62.23,2026-05-29,Supplier_D
P1355,W114,684,202,39.65,2026-09-04,Supplier_A
P1059,W112,147,215,4.3,2026-01-22,Supplier_B
P1062,W104,248,153,89.6,2026-04-18,Supplier_B
P1298,W112,130,242,13.3,2026-05-01,Supplier_C
P1449,W118,352,236,114.71,2026-06-06,Supplier_B
P1139,W114,952,112,8.94,2026-02-18,Supplier_B
P1241,W101,419,206,136.56,2026-01-02,Supplier_A
P1282,W103,380,133,63.16,2026-05-03, Supplier_D 
P1355,W105,428,183,144.73,2026-02-05,Supplier_D
P1296,W100,721,109,69.32,2026-02-21,Supplier_B
P1181,W119,720,99,62.17,2026-02-07,Supplier_B
P1462,W100,607,269,51.03,2026-07-09,Supplier_B
P1484,W118,13,287,104.18,2026-07-02,Supplier_D
P1109,W119,793,56,22.46,2026-09-06,Supplier_A
P1288,W117,509,177,43.95,2026-09-04,Supplier_A
P1290,W111,294,194,45.24,2026-01-28,Supplier_A
P1009,W103,506,67,22.59,2026-02-05,Supplier_B
P1338,W115,404,237,80.36,2026-04-24,Supplier_D
P1408,W104,458,259,98.18,2026-01-07,
P1349,W115,582,271,111.35,2026-08-30,Supplier_B
P1357,W112,393,268,139.77,2026-06-06,Supplier_B
P1363,W114,570,104,39.94,2026-01-11,Supplier_D
P1352,W119,957,199,49.46,2026-04-03,Supplier_C
P1468,W117,177,168,18.31,2026-05-09,Supplier_B
P1149,W103,527,224,49.35,2026-06-27,Supplier_D
P1466,W119,465,192,46.34,2026-07-13,Supplier_B
P1288,W108,379,99,61.29,2026-01-08,Supplier_B
P1289,W103,674,124,100.11,2026-05-29,Supplier_A
P1013,W108,196,158,74.33,2026-04-29,Supplier_C
P1377,W108,936,166,56.67,2026-03-19,Supplier_B
P1162,W101,-13,128,9.73,2026-01-13,Supplier_A
P1337,W115,731,273,78.05,2026-03-03,Supplier_B
P1344,W108,130,148,54.56,2026-04-11,Supplier_B
P1202,W108,429,54,52.16,2026-01-23,Supplier_D
P1476,W115,447,132,92.89,2026-03-19, Supplier_B 
P1161,W115,43,239,118.59,2026-03-07,
P1109,W109,98,188,113.16,2026-04-11,Supplier_D
P1273,W111,660,283,36.05,2026-05-08,Supplier_B
P1229,W119,656,299,50.54,2026-06-27,Supplier_B
P1222,W102,83,278,103.66,2026-05-19,Supplier_A
P1165,W116,346,113,105.89,2026-01-27,Supplier_B
P1090,W101,542,282,102.7,2026-05-07,Supplier_B
P1300,W116,621,203,64.81,2026-07-11,Supplier_D
P1291,W106,965,139,41.06,2026-08-19,Supplier_A
P1392,W107,686,292,17.94,2026-02-11,Supplier_A
P1183,W113,11,266,26.48,2026-04-30,Supplier_B
P1102,W117,601,156,116.96,2026-04-12,Supplier_A
P1165,W113,87,119,139.02,2026-05-14,Supplier_B
P1111,W107,893,102,93.05,2026-05-09,Supplier_C
P1047,W107,332,153,76.44,2026-09-06,Supplier_B
P1483,W112,408,226,5.09,2026-03-24,SUPPLIER_D
P1442,W119,284,139,115.65,2026-08-28,Supplier_C
P1351,W114,619,108,68.02,2026-02-07,Supplier_C
P1319,W103,870,249,138.94,2026-03-08,Supplier_B
P1386,W100,524,144,134.79,2026-02-26,Supplier_B
P1013,W112,20,88,14.51,2026-07-19,Supplier_A
P1149,W110,971,253,42.6,2026-06-10,Supplier_A
P1106,W101,934,292,110.38,2026-09-03,Supplier_C
P1404,W112,147,140,123.68,2026-04-29,Supplier_A
P1072,W105,118,165,98.69,2026-07-09,Supplier_B
P1256,W112,368,279,36.66,2026-02-13,Supplier_C
P1320,W119,588,299,126.81,2026-06-14,Supplier_D
P1087,W104,161,253,99.75,2026-05-28,Supplier_D
P1366,W103,245,61,100.0,2026-07-14,Supplier_D
P1361,W118,720,294,66.85,2026-01-25,Supplier_D
P1127,W111,70,209,131.31,2026-07-17,Supplier_C
P1183,W108,943,237,93.64,2026-08-10,Supplier_C
P1097,W114,940,265,19.24,2026-02-01,Supplier_A
P1402,W101,430,58,20.5,2026-08-18,Supplier_A
P1466,W107,3,208,86.81,2026-08-11,Supplier_A
P1030,W100,737,69,110.82,2026-07-29,Supplier_C
P1320,W104,441,77,126.79,2026-05-17,supplier_b
P1351,W119,66,289,108.63,2026-09-06,Supplier_D
P1080,W101,268,76,57.31,2026-02-16,Supplier_B
P1263,W103,822,272,103.97,2026-03-17,Supplier_A
P1330,W111,19,189,101.73,2026-05-20,Supplier_C
P1081,W114,271,217,40.28,2026-04-18,
P1215,W105,59,219,42.7,2026-05-29,Supplier_D
P1431,W111,101,277,142.16,2026-07-27,Supplier_B
P1056,W102,215,104,125.5,2026-04-23,Supplier_C
P1089,W108,412,226,127.96,2026-05-15,Supplier_A
P1400,W116,389,61,105.19,2026-06-17,Supplier_C
P1409,W115,516,185,72.77,2026-06-01,Supplier_C
P1180,W115,494,128,46.07,2026-08-22,Supplier_A
P1069,W117,262,283,83.77,2026-06-24,Supplier_A
P1472,W109,324,173,10.26,2026-02-24,Supplier_A
